Saving_id,CIF,CurrentSavingBalance,SavingProductSubcribed,ApplicationDate,UpdateDate
13256,2541,3465202957,Tiết kiệm Đại Phát,2013-09-01,2021-07-31
13260,2541,3406467950,Tiết kiệm Tích Tài,2013-09-01,2021-08-14
13253,2541,3381971974,Tiết kiệm Tích Tài,2013-09-01,2021-12-25
13262,2541,3479983178,Tiết kiệm truyền thống,2013-09-01,2022-06-02
13269,2541,3556262154,Tiết kiệm Trung Niên Tích Lộc,2013-09-01,2022-12-21
13263,2541,3455076649,Tiết kiệm Trung Niên Tích Lộc,2013-09-01,2023-01-04
13268,2541,3520216998,Tiết kiệm Tích Tài,2013-09-01,2023-02-07
13270,2543,4085432932,Tiết kiệm Đại Phát,2001-12-13,2002-08-21
13278,2546,2640565461,Tiết kiệm truyền thống,2021-12-02,2022-09-24
13277,2546,2659111847,Tiết kiệm truyền thống,2021-12-02,2022-11-29
13272,2546,2651194307,Tiết kiệm Trung Niên Tích Lộc,2021-12-02,2023-04-16
13275,2546,2604314460,Tiết kiệm Đại Phát,2021-12-02,2023-05-15
13273,2546,2620995227,Tiết kiệm truyền thống,2021-12-02,2023-07-08
13271,2546,2604684223,Tiết kiệm Đại Phát,2021-12-02,2023-10-12
13274,2546,2585257586,Tiết kiệm truyền thống,2021-12-02,2024-01-31
13276,2546,2627786511,Tiết kiệm truyền thống,2021-12-02,2024-02-05
13289,2548,5251601744,Tiết kiệm Trung Niên Tích Lộc,2021-10-15,2022-05-26
13279,2548,5264138068,Tiết kiệm truyền thống,2021-10-15,2022-08-07
13294,2548,5338637465,Tiết kiệm truyền thống,2021-10-15,2022-11-04
13293,2548,5359015007,Tiết kiệm Đại Phát,2021-10-15,2023-01-17
13287,2548,5260033866,Tiền gửi tương lai,2021-10-15,2023-02-28
13291,2548,5331238787,Tiết kiệm Tích Tài,2021-10-15,2023-03-05
13280,2548,5277834787,Tiền gửi tương lai,2021-10-15,2023-03-21
13290,2548,5298975368,Tiết kiệm Đại Phát,2021-10-15,2023-06-27
13282,2548,5290725363,Tiền gửi tương lai,2021-10-15,2023-07-11
13288,2548,5237636319,Tiết kiệm truyền thống,2021-10-15,2023-07-18
13292,2548,5315029363,Tiền gửi tương lai,2021-10-15,2023-11-10
13281,2548,5247412528,Tiết kiệm Đại Phát,2021-10-15,2023-12-28
13283,2548,5256792170,Tiết kiệm Trung Niên Tích Lộc,2021-10-15,2024-02-01
13284,2548,5270769507,Tiết kiệm truyền thống,2021-10-15,2024-02-07
13286,2548,5275475410,Tiết kiệm Đại Phát,2021-10-15,2024-05-02
13285,2548,5249626822,Tiết kiệm Đại Phát,2021-10-15,2024-05-08
13301,2550,172459219,Tiết kiệm Đại Phát,2004-07-24,2006-04-11
13296,2550,96873980,Tiền gửi tương lai,2004-07-24,2007-10-13
13303,2550,185066390,Tiết kiệm Trung Niên Tích Lộc,2004-07-24,2013-05-08
13300,2550,151986968,Tiết kiệm Tích Tài,2004-07-24,2013-08-16
13302,2550,208967292,Tiền gửi tương lai,2004-07-24,2014-07-10
13297,2550,123172049,Tiết kiệm truyền thống,2004-07-24,2020-10-15
13299,2550,116894194,Tiết kiệm Trung Niên Tích Lộc,2004-07-24,2021-07-06
13295,2550,73402291,Tiết kiệm Tích Tài,2004-07-24,2023-01-06
13298,2550,163188220,Tiền gửi tương lai,2004-07-24,2023-08-10
13309,2552,7792954535,Tiền gửi tương lai,2022-07-14,2022-08-06
13308,2552,7839438827,Tiết kiệm Đại Phát,2022-07-14,2022-09-28
13306,2552,7858380698,Tiết kiệm Đại Phát,2022-07-14,2022-10-09
13305,2552,7845326453,Tiết kiệm Trung Niên Tích Lộc,2022-07-14,2023-11-21
13304,2552,7816166081,Tiết kiệm Tích Tài,2022-07-14,2023-12-28
13307,2552,7822557979,Tiết kiệm Tích Tài,2022-07-14,2024-02-11
13311,2557,5366044263,Tiền gửi tương lai,2010-06-14,2014-02-19
13315,2557,5378490116,Tiết kiệm Trung Niên Tích Lộc,2010-06-14,2015-01-15
13310,2557,5355581843,Tiết kiệm Đại Phát,2010-06-14,2016-04-23
13313,2557,5310559445,Tiết kiệm Đại Phát,2010-06-14,2018-03-21
13312,2557,5352242863,Tiết kiệm Trung Niên Tích Lộc,2010-06-14,2018-03-23
13314,2557,5348872793,Tiết kiệm truyền thống,2010-06-14,2024-04-05
13326,2560,1739836799,Tiết kiệm Đại Phát,2019-06-23,2020-05-01
13318,2560,1750132394,Tiền gửi tương lai,2019-06-23,2020-07-14
13328,2560,1825044554,Tiết kiệm Đại Phát,2019-06-23,2020-10-25
13323,2560,1634898683,Tiết kiệm Trung Niên Tích Lộc,2019-06-23,2020-11-09
13316,2560,1771063457,Tiết kiệm Tích Tài,2019-06-23,2020-11-14
13321,2560,1664062846,Tiết kiệm Tích Tài,2019-06-23,2021-08-22
13322,2560,1682952706,Tiền gửi tương lai,2019-06-23,2021-09-28
13325,2560,1714816481,Tiền gửi tương lai,2019-06-23,2021-11-08
13324,2560,1674727215,Tiết kiệm truyền thống,2019-06-23,2022-10-25
13320,2560,1686159620,Tiền gửi tương lai,2019-06-23,2023-11-24
13329,2560,1802028897,Tiết kiệm Trung Niên Tích Lộc,2019-06-23,2024-02-13
13319,2560,1734581023,Tiết kiệm truyền thống,2019-06-23,2024-02-16
13317,2560,1795245794,Tiết kiệm Trung Niên Tích Lộc,2019-06-23,2024-04-13
13327,2560,1778064684,Tiết kiệm Đại Phát,2019-06-23,2024-05-24
13330,2560,1827079605,Tiết kiệm Đại Phát,2019-06-23,2024-06-02
13332,2562,6325568151,Tiết kiệm Trung Niên Tích Lộc,2010-08-24,2010-11-30
13333,2562,6342604623,Tiết kiệm Đại Phát,2010-08-24,2012-09-28
13340,2562,6327916188,Tiết kiệm Đại Phát,2010-08-24,2014-11-10
13339,2562,6343352098,Tiết kiệm Tích Tài,2010-08-24,2014-11-27
13336,2562,6331398132,Tiết kiệm truyền thống,2010-08-24,2015-05-11
13331,2562,6354455978,Tiết kiệm Tích Tài,2010-08-24,2017-05-01
13338,2562,6304837382,Tiết kiệm truyền thống,2010-08-24,2017-08-30
13335,2562,6349244466,Tiết kiệm Tích Tài,2010-08-24,2019-06-20
13334,2562,6304562840,Tiền gửi tương lai,2010-08-24,2020-12-15
13337,2562,6348601976,Tiết kiệm Đại Phát,2010-08-24,2022-06-02
13346,2565,5118101358,Tiết kiệm truyền thống,2004-08-18,2006-05-25
13343,2565,5174358615,Tiền gửi tương lai,2004-08-18,2007-09-16
13345,2565,5161114400,Tiết kiệm Tích Tài,2004-08-18,2007-12-17
13341,2565,5244725472,Tiền gửi tương lai,2004-08-18,2009-07-21
13347,2565,5096799333,Tiết kiệm Trung Niên Tích Lộc,2004-08-18,2014-12-17
13349,2565,5093985403,Tiền gửi tương lai,2004-08-18,2014-12-28
13344,2565,5147013447,Tiết kiệm Trung Niên Tích Lộc,2004-08-18,2017-06-07
13342,2565,5196639423,Tiết kiệm Tích Tài,2004-08-18,2020-09-20
13348,2565,5143703972,Tiết kiệm truyền thống,2004-08-18,2022-02-06
13350,2566,6625528138,Tiết kiệm Tích Tài,2018-03-17,2023-10-25
13353,2569,6890639314,Tiết kiệm Tích Tài,2022-06-06,2022-12-06
13356,2569,6931307524,Tiết kiệm Đại Phát,2022-06-06,2023-04-19
13354,2569,6928161614,Tiết kiệm Đại Phát,2022-06-06,2023-06-21
13351,2569,6939647028,Tiết kiệm truyền thống,2022-06-06,2023-09-02
13352,2569,6921257154,Tiết kiệm truyền thống,2022-06-06,2024-01-08
13355,2569,6881759205,Tiết kiệm Tích Tài,2022-06-06,2024-02-02
13358,2570,3843750317,Tiết kiệm Trung Niên Tích Lộc,2009-04-27,2009-04-28
13359,2570,3864675418,Tiết kiệm Trung Niên Tích Lộc,2009-04-27,2010-01-12
13364,2570,3767161296,Tiết kiệm Trung Niên Tích Lộc,2009-04-27,2013-02-20
13357,2570,3798096831,Tiết kiệm Tích Tài,2009-04-27,2013-07-28
13363,2570,3815888532,Tiết kiệm truyền thống,2009-04-27,2014-04-01
13360,2570,3887208246,Tiết kiệm Tích Tài,2009-04-27,2014-09-08
13367,2570,3776695999,Tiết kiệm Tích Tài,2009-04-27,2018-12-20
13365,2570,3740655838,Tiết kiệm truyền thống,2009-04-27,2019-03-05
13362,2570,3856723513,Tiền gửi tương lai,2009-04-27,2020-01-17
13369,2570,3694631238,Tiết kiệm Tích Tài,2009-04-27,2020-02-19
13361,2570,3871536567,Tiền gửi tương lai,2009-04-27,2022-02-01
13368,2570,3728621644,Tiết kiệm Trung Niên Tích Lộc,2009-04-27,2022-06-28
13366,2570,3765407744,Tiết kiệm Tích Tài,2009-04-27,2024-03-23
13372,2572,3174445810,Tiết kiệm Trung Niên Tích Lộc,2012-04-17,2012-08-01
13370,2572,3235588459,Tiền gửi tương lai,2012-04-17,2018-01-14
13371,2572,3213847206,Tiết kiệm truyền thống,2012-04-17,2019-09-15
13374,2572,3174807929,Tiết kiệm Trung Niên Tích Lộc,2012-04-17,2020-10-27
13373,2572,3212852205,Tiết kiệm Trung Niên Tích Lộc,2012-04-17,2021-06-19
13375,2572,3149339297,Tiết kiệm truyền thống,2012-04-17,2023-05-17
13376,2574,3084142343,Tiết kiệm Tích Tài,2019-09-07,2022-02-04
13377,2576,5295994416,Tiết kiệm Tích Tài,2002-04-01,2002-04-11
13378,2576,5320747636,Tiết kiệm Trung Niên Tích Lộc,2002-04-01,2007-03-12
13379,2576,5300837999,Tiết kiệm Tích Tài,2002-04-01,2013-07-25
13380,2576,5277026547,Tiết kiệm Đại Phát,2002-04-01,2020-02-08
13392,2577,7593940159,Tiết kiệm Trung Niên Tích Lộc,2016-11-10,2016-12-17
13395,2577,7517718558,Tiết kiệm truyền thống,2016-11-10,2017-11-12
13386,2577,7534881842,Tiết kiệm Tích Tài,2016-11-10,2019-05-10
13381,2577,7561417601,Tiết kiệm truyền thống,2016-11-10,2019-08-23
13388,2577,7536590185,Tiết kiệm Trung Niên Tích Lộc,2016-11-10,2019-09-26
13394,2577,7567038166,Tiết kiệm Tích Tài,2016-11-10,2020-04-16
13383,2577,7565173457,Tiết kiệm Đại Phát,2016-11-10,2021-09-02
13389,2577,7581862191,Tiết kiệm truyền thống,2016-11-10,2021-09-07
13393,2577,7610910308,Tiết kiệm Đại Phát,2016-11-10,2022-04-02
13385,2577,7512297931,Tiết kiệm Trung Niên Tích Lộc,2016-11-10,2022-07-02
13391,2577,7629714434,Tiết kiệm Đại Phát,2016-11-10,2022-10-11
13384,2577,7540192566,Tiết kiệm Tích Tài,2016-11-10,2022-12-05
13382,2577,7515601972,Tiền gửi tương lai,2016-11-10,2022-12-30
13396,2577,7546586570,Tiết kiệm Trung Niên Tích Lộc,2016-11-10,2023-02-07
13397,2577,7579770275,Tiết kiệm truyền thống,2016-11-10,2023-03-29
13387,2577,7578651783,Tiết kiệm Tích Tài,2016-11-10,2023-07-28
13390,2577,7610776088,Tiết kiệm Đại Phát,2016-11-10,2023-11-13
13411,2578,7680992378,Tiền gửi tương lai,2017-09-19,2018-02-14
13399,2578,7569697915,Tiết kiệm truyền thống,2017-09-19,2018-03-03
13400,2578,7610251442,Tiết kiệm truyền thống,2017-09-19,2018-04-12
13405,2578,7623231599,Tiết kiệm Trung Niên Tích Lộc,2017-09-19,2019-01-17
13406,2578,7669205713,Tiết kiệm Đại Phát,2017-09-19,2019-06-16
13414,2578,7752435164,Tiết kiệm Tích Tài,2017-09-19,2019-10-08
13409,2578,7708516498,Tiết kiệm truyền thống,2017-09-19,2019-11-25
13408,2578,7675000816,Tiết kiệm Tích Tài,2017-09-19,2020-01-04
13401,2578,7622508877,Tiết kiệm truyền thống,2017-09-19,2020-05-31
13403,2578,7633389199,Tiết kiệm truyền thống,2017-09-19,2020-06-18
13415,2578,7780135289,Tiết kiệm Tích Tài,2017-09-19,2020-08-07
13398,2578,7531962631,Tiết kiệm truyền thống,2017-09-19,2020-08-25
13407,2578,7705908253,Tiết kiệm Trung Niên Tích Lộc,2017-09-19,2020-11-06
13404,2578,7587384613,Tiết kiệm Trung Niên Tích Lộc,2017-09-19,2022-12-10
13413,2578,7728179732,Tiết kiệm Tích Tài,2017-09-19,2023-01-09
13410,2578,7722020602,Tiền gửi tương lai,2017-09-19,2023-04-08
13412,2578,7702633456,Tiết kiệm Trung Niên Tích Lộc,2017-09-19,2023-07-06
13416,2578,7790823345,Tiết kiệm Đại Phát,2017-09-19,2023-12-18
13402,2578,7588137324,Tiết kiệm Trung Niên Tích Lộc,2017-09-19,2024-05-23
13425,2581,2641232606,Tiết kiệm Tích Tài,2009-09-04,2012-07-27
13421,2581,2756476382,Tiết kiệm Tích Tài,2009-09-04,2013-11-16
13419,2581,2683514483,Tiết kiệm Trung Niên Tích Lộc,2009-09-04,2014-06-30
13424,2581,2660475385,Tiết kiệm Tích Tài,2009-09-04,2014-11-23
13423,2581,2680096280,Tiết kiệm Trung Niên Tích Lộc,2009-09-04,2015-07-28
13428,2581,2734236064,Tiền gửi tương lai,2009-09-04,2015-10-16
13422,2581,2719094403,Tiết kiệm Tích Tài,2009-09-04,2016-05-15
13427,2581,2692961058,Tiết kiệm Trung Niên Tích Lộc,2009-09-04,2018-08-06
13426,2581,2652519239,Tiết kiệm Tích Tài,2009-09-04,2019-07-29
13420,2581,2712084520,Tiết kiệm Trung Niên Tích Lộc,2009-09-04,2021-05-04
13417,2581,2690340785,Tiết kiệm Đại Phát,2009-09-04,2021-09-25
13418,2581,2714532056,Tiền gửi tương lai,2009-09-04,2023-04-15
13429,2581,2755458865,Tiền gửi tương lai,2009-09-04,2024-04-23
13446,2582,9021133966,Tiết kiệm truyền thống,2016-01-29,2016-02-21
13447,2582,8973507468,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2016-04-03
13430,2582,8969202956,Tiết kiệm Đại Phát,2016-01-29,2016-05-27
13433,2582,9037761607,Tiết kiệm truyền thống,2016-01-29,2016-11-11
13439,2582,9018418701,Tiết kiệm Tích Tài,2016-01-29,2017-01-06
13435,2582,9072712646,Tiết kiệm truyền thống,2016-01-29,2017-02-03
13443,2582,8999291319,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2017-02-26
13431,2582,8989911590,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2017-03-14
13437,2582,9042214218,Tiền gửi tương lai,2016-01-29,2017-11-12
13441,2582,9000763287,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2018-10-08
13444,2582,9046819218,Tiền gửi tương lai,2016-01-29,2019-04-06
13440,2582,9050341643,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2019-05-18
13442,2582,8969949238,Tiền gửi tương lai,2016-01-29,2019-09-17
13432,2582,9003369077,Tiền gửi tương lai,2016-01-29,2020-07-01
13436,2582,9089216380,Tiền gửi tương lai,2016-01-29,2021-06-03
13438,2582,8992426327,Tiền gửi tương lai,2016-01-29,2022-08-25
13448,2582,8988720605,Tiết kiệm Tích Tài,2016-01-29,2022-10-29
13445,2582,9063603990,Tiết kiệm Đại Phát,2016-01-29,2023-02-17
13434,2582,9083835693,Tiết kiệm Trung Niên Tích Lộc,2016-01-29,2023-05-11
13452,2583,630509002,Tiết kiệm Trung Niên Tích Lộc,2010-01-08,2010-11-08
13450,2583,710804445,Tiết kiệm Trung Niên Tích Lộc,2010-01-08,2012-03-14
13449,2583,751348796,Tiết kiệm Đại Phát,2010-01-08,2018-08-11
13454,2583,687772503,Tiết kiệm Tích Tài,2010-01-08,2020-09-26
13453,2583,660436821,Tiết kiệm Trung Niên Tích Lộc,2010-01-08,2021-07-20
13451,2583,667512166,Tiết kiệm Đại Phát,2010-01-08,2021-11-08
13462,2584,5445313041,Tiết kiệm truyền thống,2001-11-05,2003-01-10
13463,2584,5409543005,Tiết kiệm Tích Tài,2001-11-05,2004-05-03
13467,2584,5410194199,Tiết kiệm Tích Tài,2001-11-05,2005-05-17
13460,2584,5430166126,Tiết kiệm Đại Phát,2001-11-05,2006-05-28
13464,2584,5386786046,Tiết kiệm Tích Tài,2001-11-05,2010-07-08
13466,2584,5448712790,Tiết kiệm Đại Phát,2001-11-05,2012-10-22
13461,2584,5414130934,Tiết kiệm truyền thống,2001-11-05,2013-07-05
13457,2584,5438305899,Tiết kiệm Tích Tài,2001-11-05,2015-09-20
13459,2584,5450478799,Tiết kiệm Tích Tài,2001-11-05,2018-09-17
13455,2584,5377190654,Tiết kiệm Tích Tài,2001-11-05,2020-05-10
13456,2584,5416104473,Tiết kiệm Trung Niên Tích Lộc,2001-11-05,2020-11-03
13458,2584,5427168792,Tiền gửi tương lai,2001-11-05,2024-01-08
13465,2584,5422829622,Tiết kiệm Trung Niên Tích Lộc,2001-11-05,2024-02-28
13476,2587,8902030158,Tiền gửi tương lai,2021-07-23,2021-08-02
13482,2587,8929063198,Tiết kiệm truyền thống,2021-07-23,2021-08-13
13473,2587,8930358052,Tiết kiệm Đại Phát,2021-07-23,2021-09-06
13470,2587,8936754122,Tiết kiệm Đại Phát,2021-07-23,2021-11-22
13475,2587,8949872692,Tiết kiệm Trung Niên Tích Lộc,2021-07-23,2021-12-31
13471,2587,8981510609,Tiền gửi tương lai,2021-07-23,2022-03-30
13469,2587,8974514656,Tiết kiệm Đại Phát,2021-07-23,2022-08-24
13477,2587,8918595931,Tiết kiệm truyền thống,2021-07-23,2022-11-12
13481,2587,8952767986,Tiết kiệm truyền thống,2021-07-23,2022-11-15
13480,2587,8941193076,Tiết kiệm Đại Phát,2021-07-23,2023-01-06
13472,2587,8957070926,Tiết kiệm Tích Tài,2021-07-23,2023-12-27
13468,2587,8959185745,Tiền gửi tương lai,2021-07-23,2024-02-17
13478,2587,8930997467,Tiền gửi tương lai,2021-07-23,2024-02-23
13479,2587,8917581975,Tiết kiệm Trung Niên Tích Lộc,2021-07-23,2024-03-26
13474,2587,8963184262,Tiết kiệm Tích Tài,2021-07-23,2024-04-11
13483,2587,8913948224,Tiết kiệm truyền thống,2021-07-23,2024-05-17
13497,2588,7920936819,Tiết kiệm Trung Niên Tích Lộc,2012-01-13,2012-07-07
13485,2588,7811989384,Tiết kiệm Đại Phát,2012-01-13,2013-09-23
13496,2588,7961224910,Tiết kiệm Tích Tài,2012-01-13,2016-06-13
13487,2588,7863112413,Tiết kiệm Đại Phát,2012-01-13,2016-08-14
13493,2588,7899944444,Tiết kiệm Đại Phát,2012-01-13,2017-06-13
13484,2588,7776019058,Tiết kiệm Trung Niên Tích Lộc,2012-01-13,2017-08-12
13494,2588,7931394123,Tiết kiệm Trung Niên Tích Lộc,2012-01-13,2018-08-18
13488,2588,7878793012,Tiết kiệm Trung Niên Tích Lộc,2012-01-13,2018-09-26
13492,2588,7885038920,Tiết kiệm Đại Phát,2012-01-13,2018-12-04
13495,2588,7977051701,Tiết kiệm Đại Phát,2012-01-13,2020-03-09
13500,2588,7895581922,Tiết kiệm truyền thống,2012-01-13,2020-07-18
13490,2588,7818635895,Tiết kiệm Tích Tài,2012-01-13,2020-12-14
13486,2588,7830607430,Tiết kiệm Tích Tài,2012-01-13,2021-08-31
13491,2588,7852921125,Tiết kiệm Đại Phát,2012-01-13,2021-12-03
13499,2588,7924760237,Tiền gửi tương lai,2012-01-13,2022-01-22
13489,2588,7862641690,Tiết kiệm Tích Tài,2012-01-13,2022-11-29
13498,2588,7969223873,Tiết kiệm Tích Tài,2012-01-13,2024-03-02
13503,2589,2419217402,Tiết kiệm Tích Tài,2006-08-01,2009-01-25
13505,2589,2435319558,Tiết kiệm Tích Tài,2006-08-01,2011-01-05
13509,2589,2343416730,Tiết kiệm Tích Tài,2006-08-01,2011-11-13
13512,2589,2218250328,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2015-12-12
13506,2589,2390945876,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2017-12-11
13511,2589,2267242315,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2018-04-06
13502,2589,2431628928,Tiết kiệm Tích Tài,2006-08-01,2021-08-25
13508,2589,2302744382,Tiết kiệm Đại Phát,2006-08-01,2021-10-12
13501,2589,2481421704,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2021-12-10
13507,2589,2341836926,Tiết kiệm Tích Tài,2006-08-01,2022-03-12
13504,2589,2458507739,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2022-05-07
13510,2589,2293431113,Tiết kiệm Trung Niên Tích Lộc,2006-08-01,2024-04-28
13513,2592,3458270090,Tiết kiệm truyền thống,2012-10-21,2022-06-21
13529,2596,5819294203,Tiền gửi tương lai,2020-03-06,2020-06-20
13522,2596,5850541812,Tiền gửi tương lai,2020-03-06,2021-09-23
13527,2596,5806070192,Tiết kiệm Tích Tài,2020-03-06,2021-10-19
13528,2596,5854406184,Tiền gửi tương lai,2020-03-06,2022-02-22
13517,2596,5919611062,Tiền gửi tương lai,2020-03-06,2022-03-30
13524,2596,5775045237,Tiết kiệm Trung Niên Tích Lộc,2020-03-06,2022-05-12
13530,2596,5867060407,Tiền gửi tương lai,2020-03-06,2022-09-14
13516,2596,5932018263,Tiết kiệm truyền thống,2020-03-06,2022-12-28
13520,2596,5905682942,Tiền gửi tương lai,2020-03-06,2023-05-24
13521,2596,5881389232,Tiết kiệm truyền thống,2020-03-06,2023-07-06
13523,2596,5817139485,Tiết kiệm Tích Tài,2020-03-06,2023-07-29
13518,2596,5903522304,Tiết kiệm Trung Niên Tích Lộc,2020-03-06,2023-10-20
13519,2596,5888834692,Tiết kiệm Tích Tài,2020-03-06,2023-10-28
13526,2596,5786647663,Tiết kiệm Trung Niên Tích Lộc,2020-03-06,2023-12-09
13514,2596,5927368248,Tiền gửi tương lai,2020-03-06,2023-12-26
13525,2596,5741312647,Tiết kiệm Đại Phát,2020-03-06,2024-03-15
13515,2596,5946129558,Tiết kiệm Tích Tài,2020-03-06,2024-04-10
13532,2597,7905812649,Tiền gửi tương lai,2005-06-28,2007-08-17
13533,2597,7863842015,Tiền gửi tương lai,2005-06-28,2012-01-01
13534,2597,7887968501,Tiết kiệm Trung Niên Tích Lộc,2005-06-28,2014-07-13
13531,2597,7865366309,Tiền gửi tương lai,2005-06-28,2023-03-26
13536,2598,8818694733,Tiết kiệm Đại Phát,2020-10-31,2021-04-25
13542,2598,8918413982,Tiết kiệm Tích Tài,2020-10-31,2021-07-22
13541,2598,8875299797,Tiết kiệm truyền thống,2020-10-31,2021-08-26
13545,2598,8918397251,Tiết kiệm truyền thống,2020-10-31,2021-10-23
13535,2598,8854987562,Tiết kiệm Trung Niên Tích Lộc,2020-10-31,2022-01-26
13540,2598,8888307388,Tiết kiệm Trung Niên Tích Lộc,2020-10-31,2022-07-24
13543,2598,8873061279,Tiết kiệm Tích Tài,2020-10-31,2022-07-25
13538,2598,8828756450,Tiết kiệm Trung Niên Tích Lộc,2020-10-31,2023-03-13
13544,2598,8896198374,Tiết kiệm truyền thống,2020-10-31,2023-03-13
13537,2598,8860535059,Tiết kiệm Đại Phát,2020-10-31,2023-03-30
13539,2598,8842186381,Tiết kiệm Tích Tài,2020-10-31,2023-12-24
13552,2599,1799888876,Tiết kiệm truyền thống,2009-10-27,2012-08-22
13555,2599,1842440663,Tiết kiệm Tích Tài,2009-10-27,2013-08-13
13554,2599,1810960383,Tiết kiệm Trung Niên Tích Lộc,2009-10-27,2014-08-10
13561,2599,1875550378,Tiết kiệm truyền thống,2009-10-27,2014-08-18
13553,2599,1849861232,Tiết kiệm truyền thống,2009-10-27,2014-12-29
13560,2599,1864693505,Tiết kiệm truyền thống,2009-10-27,2015-04-30
13556,2599,1822045880,Tiền gửi tương lai,2009-10-27,2017-10-15
13547,2599,1725902424,Tiết kiệm truyền thống,2009-10-27,2018-05-24
13548,2599,1746672073,Tiết kiệm Đại Phát,2009-10-27,2018-10-04
13551,2599,1763296005,Tiết kiệm Trung Niên Tích Lộc,2009-10-27,2019-04-19
13550,2599,1752604180,Tiết kiệm Đại Phát,2009-10-27,2019-05-28
13546,2599,1698163122,Tiền gửi tương lai,2009-10-27,2020-09-12
13559,2599,1819855678,Tiết kiệm Trung Niên Tích Lộc,2009-10-27,2020-09-18
13557,2599,1776896858,Tiết kiệm Tích Tài,2009-10-27,2020-11-23
13549,2599,1763886144,Tiết kiệm truyền thống,2009-10-27,2021-05-29
13562,2599,1914831413,Tiết kiệm Đại Phát,2009-10-27,2021-07-21
13558,2599,1796424009,Tiết kiệm Trung Niên Tích Lộc,2009-10-27,2022-12-05
13573,2603,5162629828,Tiền gửi tương lai,2002-08-12,2003-03-15
13566,2603,5032978421,Tiết kiệm Đại Phát,2002-08-12,2006-07-27
13576,2603,5138080429,Tiền gửi tương lai,2002-08-12,2008-04-19
13579,2603,5111373884,Tiết kiệm Trung Niên Tích Lộc,2002-08-12,2009-05-01
13574,2603,5151118588,Tiết kiệm Tích Tài,2002-08-12,2010-06-10
13582,2603,5195046786,Tiết kiệm Tích Tài,2002-08-12,2010-10-03
13571,2603,5103033972,Tiết kiệm Trung Niên Tích Lộc,2002-08-12,2011-05-04
13570,2603,5080896629,Tiền gửi tương lai,2002-08-12,2012-06-22
13580,2603,5140613240,Tiết kiệm Tích Tài,2002-08-12,2012-07-02
13577,2603,5122952863,Tiết kiệm Đại Phát,2002-08-12,2012-11-28
13578,2603,5139381518,Tiết kiệm Trung Niên Tích Lộc,2002-08-12,2013-09-27
13565,2603,5050176331,Tiền gửi tương lai,2002-08-12,2014-01-02
13564,2603,5079219913,Tiết kiệm Tích Tài,2002-08-12,2015-08-03
13569,2603,5032264393,Tiết kiệm Trung Niên Tích Lộc,2002-08-12,2016-05-18
13567,2603,5045447094,Tiền gửi tương lai,2002-08-12,2016-10-03
13568,2603,5007553558,Tiết kiệm Đại Phát,2002-08-12,2018-01-09
13581,2603,5173662193,Tiết kiệm Tích Tài,2002-08-12,2019-07-10
13575,2603,5119730024,Tiết kiệm Trung Niên Tích Lộc,2002-08-12,2021-08-29
13572,2603,5116043157,Tiết kiệm Đại Phát,2002-08-12,2022-11-19
13563,2603,5103859464,Tiết kiệm truyền thống,2002-08-12,2023-09-07
13588,2607,5440156143,Tiền gửi tương lai,2013-09-28,2015-11-17
13583,2607,5380328309,Tiết kiệm Đại Phát,2013-09-28,2016-03-31
13586,2607,5475310502,Tiết kiệm Tích Tài,2013-09-28,2017-10-18
13584,2607,5410826657,Tiết kiệm truyền thống,2013-09-28,2021-01-29
13585,2607,5432709209,Tiền gửi tương lai,2013-09-28,2022-10-08
13587,2607,5460627861,Tiết kiệm Tích Tài,2013-09-28,2023-11-26
13589,2608,7051127876,Tiết kiệm Trung Niên Tích Lộc,2001-08-14,2003-03-28
13593,2608,6997603543,Tiết kiệm Trung Niên Tích Lộc,2001-08-14,2005-05-11
13597,2608,7165407362,Tiết kiệm truyền thống,2001-08-14,2006-10-27
13599,2608,7173276243,Tiết kiệm truyền thống,2001-08-14,2009-08-02
13595,2608,7080116550,Tiết kiệm Trung Niên Tích Lộc,2001-08-14,2009-09-11
13590,2608,7079783374,Tiết kiệm Trung Niên Tích Lộc,2001-08-14,2013-11-03
13592,2608,7011310366,Tiết kiệm Tích Tài,2001-08-14,2015-08-07
13600,2608,7162655678,Tiết kiệm Tích Tài,2001-08-14,2016-12-21
13596,2608,7118057541,Tiết kiệm truyền thống,2001-08-14,2016-12-22
13598,2608,7203951951,Tiết kiệm Tích Tài,2001-08-14,2019-04-02
13594,2608,7040615434,Tiết kiệm Tích Tài,2001-08-14,2021-05-30
13591,2608,7048964405,Tiết kiệm Trung Niên Tích Lộc,2001-08-14,2022-06-12
13604,2609,5472402552,Tiết kiệm Đại Phát,2022-12-26,2023-01-09
13610,2609,5395522680,Tiết kiệm Tích Tài,2022-12-26,2023-02-21
