Loan ID,CIF Number,Annual Income,Purpose,Home Ownership,Loan Amount,Loan Date,Due Date,Loan Term,Monthly Debt,Years of Credit History,Interest Rate,Total Paid,Months since last delinquency
6135,2694,479148000,Real Estate,Other,24086327,2021-12-18,2025-12-18,48,501798,7,6.5,1252716,8
6136,9852,426156000,Others,Own,720931620,2024-02-01,2026-01-01,23,31344853,1,9,520475492,3
6137,3767,40176000,Business,Rent,233944959,2024-03-23,2027-04-23,37,6322836,8,8.5,65791377,3
6138,6948,232896000,Real Estate,Rent,777940336,2020-11-08,2025-10-08,59,13185429,2,6.5,370506587,19
6139,1029,372972000,Consumer,Rent,773363013,2023-03-19,2024-08-19,17,45491941,4,6.5,62434409,6
6140,2775,500580000,Business,Rent,960139159,2024-03-27,2025-04-27,13,73856858,7,8.5,488730554,1
6141,7460,741876000,Home,Own,492951750,2023-03-12,2027-03-12,48,10269828,5,7,349314912,21
6142,2673,271176000,Automobile,Mortgage,471904948,2023-03-02,2026-09-02,42,11235832,10,7.5,175130540,1
6143,3973,231456000,Real Estate,Rent,333155750,2023-12-19,2025-02-19,14,23796839,7,6.5,170307226,2
6144,2791,273132000,Others,Own,390837640,2022-04-23,2025-02-23,34,11495224,10,9,118938588,12
6145,3090,387444000,Automobile,Own,38921464,2024-01-31,2025-04-30,15,2594764,1,7.5,31439773,3
6146,3544,48636000,Automobile,Other,347591156,2024-03-19,2026-02-19,23,15112658,1,7.5,129090059,4
6147,1393,44880000,Home,Other,659853901,2024-04-10,2024-09-10,5,131970780,3,7,162302796,1
6148,6083,552384000,Real Estate,Rent,417876132,2022-01-01,2026-04-01,51,8193649,1,6.5,247572448,24
6149,5047,617064000,Business,Mortgage,744407821,2023-08-06,2026-05-06,33,22557812,5,8.5,453175109,7
6150,342,46368000,Real Estate,Rent,836874262,2021-03-19,2024-08-19,41,20411567,4,6.5,647244931,18
6151,7511,445584000,Business,Own,524527406,2020-11-11,2025-08-11,57,9202235,1,8.5,459078360,9
6152,4834,435132000,Consumer,Mortgage,906855613,2021-09-30,2025-04-30,43,21089665,1,6.5,895170705,6
6153,2268,47616000,Automobile,Rent,974641038,2024-06-18,2026-09-18,27,36097816,6,7.5,191337408,2
6154,3453,226476000,Home,Mortgage,911459883,2024-06-02,2028-06-02,48,18988747,1,7,383867869,10
6155,6952,137568000,Real Estate,Mortgage,36975725,2023-11-07,2026-08-07,33,1120476,10,6.5,9488873,2
6156,9486,866628000,Business,Other,268013830,2024-05-30,2027-01-30,32,8375432,9,8.5,186067632,7
6157,2194,210540000,Others,Rent,896694378,2022-11-25,2026-06-25,43,20853357,1,9,526732505,1
6158,8051,672132000,Consumer,Mortgage,917870231,2023-08-14,2027-03-14,43,21345819,8,6.5,579399673,3
6159,5729,166128000,Business,Mortgage,310148540,2022-01-04,2025-09-04,44,7048830,8,8.5,200808453,19
6160,7346,418776000,Business,Mortgage,391947356,2022-12-11,2027-04-11,52,7537449,4,8.5,166747062,14
6161,2760,408780000,Business,Own,532829256,2023-04-06,2024-10-06,18,29601625,2,8.5,77926710,4
6162,9304,155688000,Consumer,Rent,938212108,2024-01-02,2027-08-02,43,21818886,4,6.5,509725963,13
6163,3023,129804000,Others,Mortgage,928282432,2023-07-08,2025-07-08,24,38678434,8,9,824290729,4
6164,2369,439704000,Real Estate,Own,567306574,2022-08-28,2026-03-28,43,13193176,2,6.5,364614154,12
6165,1601,382392000,Automobile,Other,481241281,2023-06-30,2024-07-30,13,37018560,8,7.5,467525777,2
6166,4106,660336000,Others,Own,166991368,2023-11-08,2024-08-08,9,18554596,6,9,99197625,2
6167,7384,535716000,Home,Mortgage,814838665,2023-11-14,2025-04-14,17,47931686,7,7,707730646,2
6168,8116,59244000,Automobile,Own,846702690,2024-05-22,2026-11-22,30,28223423,10,7.5,802353856,4
6169,6088,716340000,Business,Own,972765897,2024-01-27,2025-10-27,21,46322185,2,8.5,553442815,6
6170,7854,432084000,Others,Mortgage,335321042,2024-05-03,2025-04-03,11,30483731,10,9,230201698,3
6171,2065,505284000,Consumer,Mortgage,975349619,2023-07-18,2026-04-18,33,29556049,5,6.5,823281607,9
6172,9008,749172000,Business,Mortgage,86566960,2024-04-14,2024-12-14,8,10820870,3,8.5,65315147,1
6173,8319,513864000,Others,Mortgage,785601448,2021-04-12,2024-12-12,44,17854578,1,9,557663562,9
6174,3165,503772000,Real Estate,Rent,558688752,2021-06-23,2025-08-23,50,11173775,2,6.5,365512921,21
6175,6454,826488000,Real Estate,Own,477572548,2024-05-01,2028-01-01,44,10853921,10,6.5,140766088,5
6176,6761,614988000,Home,Mortgage,389595037,2021-08-19,2024-11-19,39,9989616,1,7,39144149,14
6177,1887,765804000,Others,Other,331636937,2022-10-17,2025-01-17,27,12282849,1,9,120765165,1
6178,1666,191856000,Real Estate,Mortgage,74230637,2024-02-22,2024-07-22,5,14846127,3,6.5,69392544,1
6179,5633,749664000,Real Estate,Rent,832487013,2023-04-13,2027-09-13,53,15707302,4,6.5,70358828,18
6180,5371,38712000,Others,Other,940565190,2024-04-05,2025-02-05,10,94056519,3,9,395995797,1
6181,3041,491376000,Real Estate,Rent,717934125,2023-05-01,2025-05-01,24,29913921,6,6.5,268346383,4
6182,9242,743184000,Consumer,Mortgage,527217678,2023-08-02,2027-02-02,42,12552801,9,6.5,290949316,11
6183,1967,463188000,Consumer,Mortgage,396668007,2023-07-30,2026-03-30,32,12395875,10,6.5,309332300,8
6184,7575,594288000,Others,Mortgage,100782306,2023-11-16,2027-05-16,42,2399578,1,9,10457156,4
6185,2072,758112000,Real Estate,Other,231759590,2023-01-15,2025-10-15,33,7023017,2,6.5,91894004,4
6186,7665,370884000,Real Estate,Other,932048547,2023-12-06,2026-07-06,31,30066082,6,6.5,387652661,14
6187,5041,770028000,Others,Mortgage,855367322,2024-03-17,2026-05-17,26,32898743,3,9,546846006,8
6188,9076,414432000,Others,Other,892939128,2021-10-06,2026-04-06,54,16535909,1,9,215963889,8
6189,2524,330444000,Home,Rent,161453240,2024-05-23,2024-10-23,5,32290648,4,7,109823351,1
6190,82,447516000,Home,Own,988394273,2024-02-03,2025-09-03,19,52020751,5,7,411528358,5
6191,5166,427368000,Others,Mortgage,247988588,2022-07-06,2025-11-06,40,6199714,9,9,97705336,18
6192,8252,228564000,Business,Mortgage,407701977,2024-01-06,2028-09-06,56,7280392,5,8.5,34866790,12
6193,9305,139980000,Consumer,Own,739011973,2022-12-31,2025-07-31,31,23839095,10,6.5,188618939,9
6194,9736,620040000,Business,Rent,918132486,2022-07-23,2025-09-23,38,24161381,6,8.5,30722945,13
6195,5326,722016000,Business,Own,55064022,2024-02-08,2025-06-08,16,3441501,5,8.5,16522990,1
6196,565,811836000,Home,Mortgage,609988647,2021-07-06,2025-11-06,52,11730550,3,7,564438284,11
6197,9596,425904000,Consumer,Own,800155894,2022-03-18,2026-08-18,53,15097281,4,6.5,70208528,7
6198,1952,768828000,Business,Other,821495810,2021-01-16,2024-07-16,42,19559424,4,8.5,147677803,17
6199,6104,297084000,Others,Mortgage,413942255,2020-10-10,2025-09-10,59,7015970,10,9,317604605,28
6200,3621,141480000,Home,Mortgage,895118127,2023-09-27,2027-01-27,40,22377953,4,7,539250036,9
6201,271,178284000,Home,Mortgage,166808558,2022-10-04,2024-10-04,24,6950356,3,7,159751814,11
6202,797,214608000,Real Estate,Own,928070577,2023-01-16,2025-03-16,26,35695022,3,6.5,58735276,1
6203,2604,531132000,Business,Rent,493607125,2023-01-01,2025-07-01,30,16453570,8,8.5,429183039,1
6204,2966,371220000,Consumer,Rent,495692996,2022-09-04,2027-01-04,52,9532557,3,6.5,159963377,5
6205,2331,713400000,Home,Mortgage,593067847,2024-01-07,2025-08-07,19,31214097,9,7,413631246,7
6206,5657,627612000,Home,Rent,498197571,2024-02-06,2025-08-06,18,27677642,4,7,313219253,2
6207,1025,652560000,Consumer,Other,871573480,2023-08-26,2027-03-26,43,20269150,10,6.5,402922720,7
6208,6839,718044000,Home,Rent,469781934,2022-06-28,2024-11-28,29,16199377,7,7,347142011,9
6209,7551,519504000,Others,Own,918051739,2024-06-11,2028-04-11,46,19957646,3,9,166947707,1
6210,2403,447996000,Business,Mortgage,709374451,2022-05-29,2026-08-29,51,13909302,1,8.5,619445361,3
6211,9784,570096000,Automobile,Own,630888634,2023-11-10,2025-06-10,19,33204664,10,7.5,410546526,1
6212,8373,427524000,Home,Rent,709426635,2022-11-12,2026-09-12,46,15422318,3,7,251491112,20
6213,526,530460000,Real Estate,Other,563457079,2024-02-10,2026-12-10,34,16572267,6,6.5,450396232,11
6214,2844,578076000,Consumer,Rent,557404771,2023-07-31,2024-08-31,13,42877290,4,6.5,49042344,3
6215,7153,238488000,Home,Rent,244775927,2020-12-11,2025-02-11,50,4895518,4,7,103587371,14
6216,4158,362820000,Business,Mortgage,821905549,2022-03-01,2024-09-01,30,27396851,8,8.5,292550628,8
6217,9580,286692000,Business,Own,282413783,2024-03-23,2026-09-23,30,9413792,7,8.5,141500456,3
6218,6590,205236000,Real Estate,Rent,794394320,2021-08-03,2025-12-03,52,15276813,1,6.5,516201145,5
6219,5961,511812000,Automobile,Rent,15447749,2024-03-03,2025-02-03,11,1404340,1,7.5,15410985,4
6220,4419,161472000,Consumer,Rent,237463157,2023-01-15,2027-10-15,57,4166020,5,6.5,62025115,6
6221,2798,471108000,Business,Mortgage,736369631,2022-02-12,2025-08-12,42,17532610,1,8.5,530197137,8
6222,6899,220200000,Home,Rent,590247981,2024-01-24,2025-01-24,12,49187331,4,7,414760680,1
6223,9325,213084000,Others,Own,365114228,2021-11-01,2026-06-01,55,6638440,10,9,244310274,2
6224,3769,565404000,Consumer,Own,132663789,2022-03-18,2025-06-18,39,3401635,7,6.5,28287441,14
6225,8540,443148000,Others,Other,657592564,2024-01-11,2026-02-11,25,26303702,9,9,75137898,3
6226,2264,557148000,Others,Rent,33855546,2024-02-27,2025-01-27,11,3077776,9,9,28041156,4
6227,8586,340668000,Real Estate,Mortgage,780079434,2022-12-02,2025-05-02,29,26899290,4,6.5,692125354,11
6228,866,752160000,Others,Own,294119343,2024-02-06,2024-10-06,8,36764917,7,9,252154767,1
6229,3161,649524000,Automobile,Mortgage,754286137,2022-10-16,2027-02-16,52,14505502,6,7.5,737289177,2
6230,3819,616380000,Consumer,Other,47356213,2023-01-02,2025-03-02,26,1821392,2,6.5,46462789,3
6231,8606,346908000,Real Estate,Mortgage,372763021,2022-03-06,2027-03-06,60,6212717,7,6.5,104303557,28
6232,2957,822504000,Others,Rent,758527423,2023-01-24,2025-11-24,34,22309630,3,9,623266197,6
6233,9069,327252000,Others,Mortgage,697807330,2022-03-10,2024-11-10,32,21806479,7,9,633469757,9
6234,9885,497544000,Others,Own,541064780,2022-09-12,2027-04-12,55,9837541,7,9,410098936,3
6235,9219,880368000,Automobile,Rent,527226977,2020-04-23,2024-12-23,56,9414767,9,7.5,118153343,12
6236,2568,174960000,Others,Mortgage,571814358,2023-07-09,2025-04-09,21,27229255,7,9,254772716,4
6237,9394,658092000,Business,Own,656060740,2022-09-01,2024-10-01,25,26242429,2,8.5,275159380,6
6238,9439,382260000,Consumer,Own,33891446,2022-06-28,2025-10-28,40,847286,10,6.5,11979809,2
6239,9387,595884000,Home,Other,110165020,2023-12-02,2025-03-02,15,7344334,7,7,71662580,5
6240,9496,790716000,Real Estate,Other,461870094,2024-02-05,2028-10-05,56,8247680,5,6.5,307255133,16
6241,9051,759972000,Business,Own,238553660,2024-06-01,2026-06-01,24,9939735,6,8.5,172920438,2
6242,6303,362184000,Consumer,Own,913242650,2024-01-15,2025-07-15,18,50735702,5,6.5,189325632,3
6243,2708,412368000,Automobile,Other,465039638,2022-10-08,2025-04-08,30,15501321,7,7.5,340945578,12
6244,9931,447120000,Business,Other,307050631,2023-07-08,2025-09-08,26,11809639,8,8.5,51843783,1
6245,9095,450348000,Business,Own,131174987,2023-12-20,2025-02-20,14,9369641,4,8.5,96380818,2
6246,1298,885288000,Consumer,Other,209174531,2022-10-30,2025-11-30,37,5653365,10,6.5,160864053,15
6247,8824,195432000,Automobile,Rent,144532903,2022-07-01,2025-02-01,31,4662351,3,7.5,97043189,13
6248,6943,206172000,Business,Own,907211009,2022-09-11,2025-11-11,38,23873973,1,8.5,180558283,17
6249,4840,612360000,Home,Own,207932420,2024-02-06,2026-04-06,26,7997400,1,7,157766907,3
6250,4401,595116000,Consumer,Mortgage,889743770,2021-01-28,2024-07-28,42,21184375,4,6.5,221945871,8
6251,5623,155448000,Consumer,Rent,261375200,2023-01-09,2027-12-09,59,4430088,4,6.5,74813623,13
6252,2389,151476000,Business,Rent,660338468,2023-05-31,2027-09-30,52,12698816,10,8.5,530566373,15
6253,7556,428088000,Automobile,Rent,222315418,2023-02-26,2026-11-26,45,4940342,2,7.5,50881983,4
6254,7446,599448000,Others,Other,916713675,2024-01-29,2027-07-29,42,21826516,7,9,264097945,1
6255,4205,667476000,Home,Own,908911443,2023-08-05,2027-04-05,44,20657078,3,7,649833106,2
6256,1925,166428000,Business,Rent,435202708,2021-09-07,2025-11-07,50,8704054,4,8.5,195500056,8
6257,442,711732000,Real Estate,Other,330098039,2022-03-08,2024-08-08,29,11382691,8,6.5,260147229,10
6258,437,367224000,Home,Mortgage,236695635,2023-04-26,2027-04-26,48,4931159,1,7,93110258,23
6259,3090,387444000,Consumer,Rent,809650447,2022-08-26,2025-01-26,29,27918980,2,6.5,366726760,4
6260,1694,808308000,Home,Mortgage,740646700,2022-12-24,2024-11-24,23,32202030,8,7,291853921,8
6261,1618,377520000,Real Estate,Mortgage,489562798,2021-06-04,2025-05-04,47,10416229,10,6.5,196978198,1
6262,9236,449688000,Consumer,Other,353510071,2023-11-22,2025-02-22,15,23567338,1,6.5,220160222,2
6263,3973,231456000,Automobile,Mortgage,810389074,2022-09-14,2024-11-14,26,31168810,6,7.5,579081913,6
6264,537,572124000,Home,Mortgage,144660833,2023-09-05,2026-01-05,28,5166458,6,7,144022347,3
6265,527,476520000,Home,Rent,182858491,2022-12-05,2026-02-05,38,4812065,2,7,139805635,15
6266,9109,659940000,Automobile,Mortgage,242818377,2023-06-30,2024-08-30,14,17344169,9,7.5,162424977,5
6267,2523,398004000,Real Estate,Mortgage,254845938,2023-09-22,2025-06-22,21,12135520,1,6.5,103432011,9
6268,5120,567960000,Consumer,Other,361233133,2022-07-16,2025-07-16,36,10034253,2,6.5,280349963,10
6269,6740,398376000,Business,Rent,798518945,2024-06-09,2025-10-09,16,49907434,1,8.5,559184492,4
6270,1065,562872000,Others,Rent,152346968,2021-09-04,2025-09-04,48,3173895,2,9,5422873,11
6271,1672,601560000,Business,Other,481405020,2022-10-12,2024-12-12,26,18515577,5,8.5,478726236,8
6272,4793,46260000,Home,Mortgage,939476548,2024-02-25,2025-02-25,12,78289712,5,7,829725379,1
6273,7480,377184000,Business,Other,359281510,2023-07-17,2025-06-17,23,15620935,3,8.5,29122379,2
6274,1680,757584000,Real Estate,Mortgage,766273012,2024-06-18,2025-05-18,11,69661182,5,6.5,756849448,2
6275,3592,45084000,Automobile,Own,982093910,2024-06-01,2028-03-01,45,21824309,1,7.5,560154528,19
6276,6428,390924000,Consumer,Mortgage,784311652,2023-04-08,2025-05-08,25,31372466,1,6.5,485156814,6
6277,9224,247464000,Home,Mortgage,892085495,2024-06-14,2026-05-14,23,38786325,5,7,562942696,1
6278,6404,59820000,Home,Own,890828319,2023-09-10,2024-08-10,11,80984392,7,7,113432957,2
6279,90,389844000,Others,Own,223121003,2022-11-27,2024-12-27,25,8924840,2,9,176353810,9
6280,7570,251256000,Home,Own,804680908,2021-07-19,2024-09-19,38,21175813,5,7,689907751,17
6281,776,520980000,Automobile,Rent,662047703,2022-12-30,2027-05-30,53,12491466,2,7.5,605610858,8
6282,3506,153456000,Automobile,Rent,579300427,2023-06-20,2027-02-20,44,13165918,1,7.5,561977678,16
6283,1928,414792000,Consumer,Own,319978598,2023-05-15,2024-09-15,16,19998662,6,6.5,304845118,4
6284,8541,808164000,Others,Rent,725119500,2024-05-09,2025-05-09,12,60426625,2,9,348063516,5
6285,9984,430692000,Real Estate,Own,784058944,2023-11-12,2024-09-12,10,78405894,8,6.5,419207935,3
6286,5649,146460000,Consumer,Mortgage,953589715,2024-01-13,2024-08-13,7,136227102,3,6.5,856036487,2
6287,3322,441792000,Home,Other,144653871,2020-09-14,2024-09-14,48,3013622,4,7,106400480,8
6288,2085,223800000,Others,Other,985196821,2024-03-12,2026-07-12,28,35185600,5,9,677282771,13
6289,4186,279372000,Real Estate,Mortgage,218257955,2023-03-14,2024-10-14,19,11487260,10,6.5,175539538,3
6290,8323,741792000,Consumer,Other,60799906,2022-10-26,2024-10-26,24,2533329,3,6.5,7890901,11
6291,2100,318228000,Automobile,Other,496342419,2023-09-14,2026-05-14,32,15510700,3,7.5,326112136,8
6292,9710,302784000,Others,Mortgage,817641078,2024-05-26,2025-04-26,11,74331007,9,9,757488524,1
6293,4942,46644000,Consumer,Mortgage,723964415,2023-10-05,2024-07-05,9,80440490,8,6.5,523703915,3
6294,8296,775152000,Others,Rent,63936182,2021-10-09,2025-05-09,43,1486887,10,9,21411676,4
6295,722,261420000,Home,Other,362001382,2023-10-01,2027-01-01,39,9282086,9,7,141401390,9
6296,2426,379872000,Real Estate,Other,68240827,2023-10-17,2026-08-17,34,2007083,5,6.5,53742780,14
6297,5461,484152000,Home,Mortgage,975641197,2023-12-01,2028-04-01,52,18762330,5,7,383932410,13
6298,328,846864000,Home,Rent,325611978,2023-12-31,2025-03-31,15,21707465,4,7,263648141,6
6299,5105,275292000,Consumer,Other,729078995,2022-10-04,2025-10-04,36,20252194,4,6.5,432961279,13
6300,7534,489288000,Automobile,Own,136631344,2023-09-24,2025-04-24,19,7191123,4,7.5,41415793,2
6301,6258,51084000,Consumer,Mortgage,261402690,2024-05-12,2024-10-12,5,52280538,9,6.5,75537282,1
6302,798,188556000,Home,Other,490297840,2021-08-01,2025-06-01,46,10658648,5,7,447740955,4
6303,3016,44472000,Real Estate,Own,399895687,2021-07-05,2025-11-05,52,7690301,4,6.5,63190854,19
6304,3423,383220000,Real Estate,Mortgage,666009858,2024-05-26,2026-04-26,23,28956950,7,6.5,664864358,9
6305,2765,445656000,Consumer,Mortgage,884613820,2023-07-30,2025-02-28,19,46558622,8,6.5,297965747,8
6306,7066,381432000,Home,Other,337254850,2024-06-16,2026-02-16,20,16862742,6,7,167072622,1
6307,847,39900000,Home,Other,636258822,2023-10-13,2024-10-13,12,53021568,9,7,106780151,2
6308,4560,143928000,Consumer,Other,844872844,2024-03-08,2024-09-08,6,140812140,5,6.5,753870168,2
6309,3101,506256000,Real Estate,Rent,992567384,2024-02-13,2024-11-13,9,110285264,8,6.5,219386509,3
6310,7119,380364000,Real Estate,Rent,972724472,2024-05-04,2028-09-04,52,18706239,6,6.5,774598330,18
6311,2217,271176000,Automobile,Own,778892092,2023-04-10,2024-10-10,18,43271782,5,7.5,360140922,6
6312,7681,235740000,Consumer,Own,620128737,2023-08-18,2025-02-18,18,34451596,3,6.5,81062736,8
6313,9851,371892000,Business,Own,317882927,2024-06-01,2025-04-01,10,31788292,5,8.5,306698449,1
6314,147,722892000,Home,Mortgage,62908839,2022-10-22,2026-03-22,41,1534361,2,7,48889826,5
6315,3086,464256000,Real Estate,Rent,358187051,2022-10-09,2024-12-09,26,13776425,4,6.5,338526090,11
6316,8995,551820000,Others,Other,420982782,2023-12-25,2024-06-25,6,70163797,10,9,201510480,2
6317,2797,772188000,Home,Rent,55119314,2022-05-04,2026-09-04,52,1059986,5,7,35586686,5
6318,1295,634176000,Consumer,Own,686290677,2022-12-12,2025-09-12,33,20796687,6,6.5,166861629,3
6319,3174,642864000,Automobile,Own,702198705,2023-07-27,2028-01-27,54,13003679,1,7.5,650931914,22
6320,6036,423240000,Others,Rent,108402064,2022-12-04,2027-04-04,52,2084655,7,9,6433182,3
6321,3237,553116000,Others,Other,301213781,2021-09-05,2024-12-05,39,7723430,10,9,16948875,7
6322,36,183180000,Automobile,Rent,782559333,2023-09-16,2027-09-16,48,16303319,6,7.5,214982246,5
6323,7365,204564000,Consumer,Other,548717050,2023-03-24,2026-07-24,40,13717926,1,6.5,94551011,8
6324,1621,536856000,Real Estate,Other,954201767,2023-12-04,2027-09-04,45,21204483,6,6.5,23225017,20
6325,5305,47544000,Consumer,Rent,235121215,2023-11-13,2024-10-13,11,21374655,4,6.5,99526278,3
6326,3037,759168000,Business,Other,709385845,2024-04-05,2027-10-05,42,16890139,9,8.5,292938273,18
6327,4165,556836000,Home,Mortgage,436714687,2023-07-14,2028-05-14,58,7529563,9,7,152356358,13
6328,408,637212000,Real Estate,Mortgage,882897119,2023-11-03,2026-11-03,36,24524919,6,6.5,309812940,15
6329,8772,418092000,Automobile,Mortgage,929953842,2021-02-08,2025-04-08,50,18599076,2,7.5,707098001,13
6330,3533,650388000,Home,Own,657454611,2022-04-26,2026-08-26,52,12643357,10,7,308607710,8
6331,570,574488000,Consumer,Mortgage,570854914,2024-01-05,2024-07-05,6,95142485,1,6.5,540205517,2
6332,9035,293892000,Home,Own,991568520,2023-08-28,2025-07-28,23,43111674,1,7,865155341,8
6333,7435,42744000,Consumer,Mortgage,351452046,2024-06-17,2025-07-17,13,27034772,6,6.5,285739509,3
6334,9102,626844000,Automobile,Rent,544875897,2024-03-02,2025-05-02,14,38919706,4,7.5,435687755,6
6335,8489,577008000,Automobile,Other,330332253,2021-12-07,2025-10-07,46,7181135,9,7.5,231912327,13
6336,8111,496728000,Home,Rent,882121342,2023-11-10,2025-05-10,18,49006741,9,7,469828336,2
6337,3180,783648000,Business,Mortgage,8574994,2024-03-15,2027-03-15,36,238194,7,8.5,1078893,12
6338,3476,719340000,Real Estate,Rent,55833616,2023-02-05,2026-11-05,45,1240747,6,6.5,35342694,20
6339,5955,280248000,Others,Rent,707495900,2023-11-15,2027-02-15,39,18140920,2,9,335845962,3
6340,3631,696444000,Business,Mortgage,962764615,2021-12-27,2024-09-27,33,29174685,8,8.5,77103272,8
6341,4326,617388000,Real Estate,Mortgage,613862887,2023-07-20,2026-02-20,31,19802028,7,6.5,317498812,5
6342,2755,694272000,Business,Mortgage,119758704,2023-02-09,2025-10-09,32,3742459,8,8.5,101530460,6
6343,5597,45180000,Business,Mortgage,8752436,2023-08-18,2024-08-18,12,729369,1,8.5,892980,3
6344,1089,54492000,Consumer,Mortgage,184008801,2022-06-05,2027-01-05,55,3345614,8,6.5,101562181,23
6345,4291,467268000,Real Estate,Mortgage,970071631,2022-08-04,2024-09-04,25,38802865,3,6.5,578941921,9
6346,6638,427656000,Business,Rent,16458577,2020-07-31,2024-12-31,53,310539,6,8.5,8448926,3
6347,8859,524856000,Home,Rent,741477084,2023-08-19,2024-07-19,11,67407007,6,7,531251773,3
6348,9887,294420000,Real Estate,Other,198284731,2023-01-16,2025-03-16,26,7626335,7,6.5,102174673,7
6349,4854,593064000,Home,Own,27518697,2024-02-04,2025-05-04,15,1834579,5,7,9846677,3
6350,2301,795132000,Real Estate,Other,454392859,2021-03-02,2025-05-02,50,9087857,9,6.5,375155429,24
6351,9733,564084000,Real Estate,Mortgage,490115344,2023-05-28,2025-02-28,21,23338825,6,6.5,308406600,2
6352,3675,264024000,Automobile,Rent,60791188,2021-10-16,2025-11-16,49,1240636,8,7.5,13221113,6
6353,1708,37164000,Home,Rent,660855392,2024-01-19,2026-08-19,31,21317915,2,7,136619536,11
6354,7207,517620000,Home,Other,513101012,2023-01-16,2026-04-16,39,13156436,10,7,133994538,13
6355,7163,792912000,Others,Other,964684418,2023-12-09,2024-09-09,9,107187157,1,9,346055656,3
6356,1376,519948000,Real Estate,Own,269015197,2024-06-13,2025-04-13,10,26901519,8,6.5,156895187,2
6357,1991,373596000,Automobile,Other,211078584,2024-03-06,2024-12-06,9,23453176,5,7.5,194098247,1
6358,8447,51708000,Consumer,Other,447875703,2023-03-05,2024-12-05,21,21327414,7,6.5,209359984,5
6359,5480,762048000,Consumer,Mortgage,794764474,2024-01-20,2025-09-20,20,39738223,2,6.5,420434536,8
6360,6682,170808000,Automobile,Other,318717416,2021-01-19,2024-11-19,46,6928639,5,7.5,131696590,10
6361,6485,690144000,Business,Own,749119630,2021-10-28,2025-04-28,42,17836181,5,8.5,388261984,5
6362,347,52680000,Real Estate,Other,537500325,2022-09-21,2026-06-21,45,11944451,8,6.5,55814482,8
6363,8579,601668000,Business,Rent,999399048,2023-08-31,2024-08-31,12,83283254,6,8.5,972314449,3
6364,7961,239700000,Others,Mortgage,210444334,2022-04-07,2025-07-07,39,5396008,2,9,117874001,10
6365,7720,155004000,Consumer,Other,325141084,2023-05-12,2024-11-12,18,18063393,2,6.5,195340405,8
6366,4234,463812000,Business,Rent,137642251,2024-05-09,2025-08-09,15,9176150,4,8.5,105787469,6
6367,4952,241404000,Business,Rent,614970498,2022-09-18,2025-02-18,29,21205879,6,8.5,261653178,12
6368,484,303864000,Others,Rent,118757246,2023-09-13,2025-02-13,17,6985720,6,9,91526796,7
6369,2385,605784000,Real Estate,Other,622690144,2023-01-12,2026-11-12,46,13536742,4,6.5,567655697,17
6370,4047,445272000,Home,Own,559713653,2022-05-11,2025-12-11,43,13016596,3,7,23851204,10
6371,2625,527196000,Real Estate,Mortgage,530317191,2023-09-27,2027-12-27,51,10398376,5,6.5,429597867,14
6372,7476,154644000,Automobile,Rent,300358840,2023-07-19,2024-11-19,16,18772427,6,7.5,265960703,6
6373,2388,48204000,Real Estate,Other,847115973,2023-11-12,2025-06-12,19,44585051,7,6.5,109586614,2
6374,4591,173844000,Business,Mortgage,990489922,2022-08-08,2025-10-08,38,26065524,3,8.5,314287477,10
6375,3002,405804000,Consumer,Other,892592574,2022-05-18,2026-09-18,52,17165241,6,6.5,193990521,10
6376,7688,490344000,Business,Own,649805188,2023-11-01,2024-11-01,12,54150432,4,8.5,222263088,3
6377,8495,397008000,Others,Other,679390287,2022-11-01,2027-06-01,55,12352550,3,9,540289211,12
6378,6085,818988000,Consumer,Other,254383753,2023-10-14,2028-08-14,58,4385926,5,6.5,8125845,12
6379,4589,596952000,Others,Rent,786325230,2022-03-24,2025-08-24,41,19178664,4,9,133024518,8
6380,3409,297948000,Home,Other,78424653,2024-01-21,2024-08-21,7,11203521,7,7,47390648,2
6381,9106,832764000,Home,Mortgage,308762123,2022-09-11,2025-11-11,38,8125319,1,7,27916065,2
6382,6429,810720000,Consumer,Other,168239533,2024-05-11,2025-09-11,16,10514970,1,6.5,56190719,2
6383,9943,696936000,Automobile,Mortgage,721801865,2023-12-28,2027-05-28,41,17604923,6,7.5,454530379,18
6384,8042,672804000,Business,Own,994803567,2023-10-29,2026-09-29,35,28422959,3,8.5,630102860,3
6385,3926,172368000,Automobile,Own,605733943,2024-03-12,2026-01-12,22,27533361,5,7.5,532757151,7
6386,1601,382392000,Consumer,Other,130079853,2024-06-17,2026-09-17,27,4817772,5,6.5,103107045,2
6387,8343,357612000,Consumer,Rent,484470926,2022-06-19,2026-11-19,53,9140960,7,6.5,341554442,19
6388,183,695796000,Business,Own,407996134,2022-06-23,2025-08-23,38,10736740,3,8.5,405577403,11
6389,7729,465888000,Automobile,Rent,304309299,2021-07-27,2026-05-27,58,5246712,10,7.5,18910185,24
6390,885,363936000,Home,Other,314087322,2023-11-10,2027-06-10,43,7304356,2,7,97535481,13
6391,2247,838920000,Real Estate,Mortgage,387039652,2021-07-03,2025-11-03,52,7443070,8,6.5,214075915,22
6392,5740,770832000,Home,Other,351160306,2024-03-06,2025-04-06,13,27012331,3,7,73114403,4
6393,6244,405264000,Consumer,Other,245584787,2024-05-19,2025-09-19,16,15349049,2,6.5,130149697,4
6394,3160,406872000,Home,Other,553331340,2023-07-10,2025-07-10,24,23055472,8,7,519876323,9
